工单号,问题描述,解决步骤,推荐1,推荐1分数,推荐1原因,推荐2,推荐2分数,推荐2原因,推荐3,推荐3分数,推荐3原因,是否命中
51020152290,电脑不开机，网络不通,系统坏 重装系统,network-security/network-cable-port-switch-fault,22,问题描述关键词:网络不通,desktop/network-authentication-unavailable,22,问题描述关键词:网络不通,desktop/pc-boot-failed,14,问题描述关键词:不开机,是
51020410036,颜色浅，需要加墨粉,已通知理光厂家,,,,,,,,,,否
51020152361,显示屏打不开了,"电源适配器坏
更换适配器",,,,,,,,,,否
51021860132,连不上网,网络认证问题,desktop/network-authentication-unavailable,38,问题描述关键词:连不上网；处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020210156,卡纸！噪音大！异响,打印机硬件磨损更换打印机,desktop/printer-paper-jam,14,问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,,,,是
51020112832,加密连不上，内网通登录不上,网络认证问题,desktop/account-login-failed,22,问题描述关键词:登录不上,desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,是
51021860116,断网了，A20柱子，C25柱子两台,网络认证问题,desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020112461,电脑不能开机,缓存没清空,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,,,,是
,SW无法正常使用，需要帮忙重新安装。同时，PDF帮重新安装一下，谢谢。,重装三维和PDF,office/pdf-reader-open-print-failed,40,问题描述关键词:pdf；问题描述tags:pdf；问题描述标题:PDF,desktop/software-client-installation,22,问题描述关键词:重新安装,design-software/cad-install-uninstall-failed,8,问题描述标题:安装,是
51021860108,无网络,"系统文件损坏导致保密软件无法启动 
重装系统和软件",desktop/windows-system-reinstall-or-cache-reset,18,处理记录关键词:重装系统；处理记录关键词:无法启动,desktop/network-authentication-unavailable,14,问题描述关键词:无网络,design-software/cad-drawing-open-failed-encryption,10,处理记录关键词:文件损坏,是
91020110297,无法开机,缓存没清空,desktop/pc-boot-failed,22,问题描述关键词:无法开机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51021860093,白屏,显示器坏需更换,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,,,,,,,是
51020112722,开机蓝屏，无法开机,系统崩溃  重新安装系统,desktop/pc-boot-failed,22,问题描述关键词:无法开机,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统崩溃,是
51020152290,网络不通,"网线走的网桥。网桥死机。导致网络不通。
重启网桥。",network-security/network-cable-port-switch-fault,25,问题描述关键词:网络不通；处理记录标题:网线,desktop/network-authentication-unavailable,22,问题描述关键词:网络不通,,,,是
51020111860,office 、Project 等办公软件无法正常运行,"office，project 无法启动无法卸载
下载office镜像重新覆盖安装",desktop/office-wps-document-open-failed,80,问题描述关键词:office；问题描述systems:office；问题描述tags:office；问题描述标题:Office,business-systems/kms-windows-office-activation,80,问题描述关键词:office；问题描述systems:office；问题描述tags:office；问题描述标题:Office,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:无法启动,是
51020111313,电脑无法登录MES系统，，，，,网络认证问题,desktop/network-authentication-unavailable,88,处理记录关键词:网络认证；处理记录关键词:认证问题；问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,business-systems/mes-login-network-related,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/account-login-failed,66,问题描述关键词:无法登录；问题描述关键词:mes；问题描述systems:mes,是
51020420067,打印机老是卡纸，建议换一个,定影组件坏需更换,desktop/printer-paper-jam,14,问题描述关键词:卡纸,printer/printer-paper-jam-feed-failed,14,问题描述关键词:卡纸,,,,是
51021860035,屏幕不亮,电脑缓存没清空,hardware/monitor-no-display-or-flicker,22,问题描述关键词:屏幕不亮,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51020112819,CAD软件无法打开，影响日常工作。,"CAD打开图纸后卡死
卸载重装",design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-drawing-open-failed-encryption,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-install-uninstall-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
51020120355,卫华APP报检平台，显示更新，但一直更新不了，显示白屏！,"版本更新问题
删除搜狗软件。 新增一台办公用电脑与设备电脑分开使用",security/access-control-offline-or-reboot,34,问题描述关键词:ap；问题描述tags:ap,,,,,,,是
51021860028,不能用,"mes主页丢失
删除搜狗软件。 新增一台办公用电脑与设备电脑分开使用",business-systems/mes-login-network-related,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/network-authentication-unavailable,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/account-login-failed,22,处理记录关键词:mes；处理记录systems:mes,是
51020210178,电器车间六号库内打印机跑一直空白签,"打印头感应不灵
删除搜狗软件。 新增一台办公用电脑与设备电脑分开使用",printer/print-quality-faded-streaks-head-wear,6,处理记录关键词:打印头,,,,,,,是
51020152432,笔记本电脑无法开机,电源充电接口坏,desktop/pc-boot-failed,22,问题描述关键词:无法开机,,,,,,,是
91020420016,907打印机需要更换墨粉筒，,已联系后勤购买碳粉,,,,,,,,,,否
51020112257,搬迁至电器库2后，无法连接网络,网线接触不良    更换网线,desktop/network-authentication-unavailable,22,问题描述关键词:无法连接网络,network-security/network-cable-port-switch-fault,13,处理记录关键词:网线接触不良；处理记录标题:网线,,,,是
51020210178,电器车间，六号库里的打印跑白签,打印机红外感应头磨损,security/barrier-gate-abnormal,6,处理记录关键词:红外,,,,,,,是
51020111706,电脑无法开机,电脑缓存没清空,desktop/pc-boot-failed,22,问题描述关键词:无法开机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:缓存没清空,,,,是
51020112738,电脑运行卡，桌面无加密水印，显示windows未激活,重新激活,design-software/solidworks-license-activation-failed,10,处理记录关键词:重新激活,,,,,,,是
,PLM预览出错,PLM预览服务未运行，重新启动,design-software/cad-plm-interface-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,business-systems/plm-client-or-login-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,desktop/account-login-failed,46,问题描述关键词:plm；问题描述systems:plm,是
51021860162,登不上mαs,"Wi-Fi连接错误
删除搜狗软件。 新增一台办公用电脑与设备电脑分开使用",desktop/account-login-failed,14,问题描述关键词:登不上,,,,,,,是
51020112646,闪屏 关不了机 强制关机之后启动不了,"内存坏，更换内存
更换一条库存8G内存",hardware/monitor-no-display-or-flicker,14,问题描述关键词:闪屏,hardware/memory-fault-or-insufficient,6,处理记录关键词:内存坏,,,,是
,无法连接打印机,重新连接打印机,printer/shared-printer-connect-failed,50,问题描述关键词:无法连接打印机；处理记录关键词:重新连接打印机；问题描述关键词:连接打印机,desktop/printer-not-working,22,问题描述关键词:无法连接打印机,,,,是
,显示回收站已损坏，是否清空回收站，点击也没用，桌面无法访问，点击继续访问活动永久权限但是点击之点击继续访问，获得永久权限，但是点击之后特别的慢，,硬盘坏   更换硬盘   拷贝数据,hardware/disk-fault-not-just-c-drive-full,6,处理记录关键词:硬盘坏,,,,,,,是
51020112477,电脑版登不上云上卫华,微信版本更新  已报微信  正在审核,desktop/account-login-failed,14,问题描述关键词:登不上,,,,,,,是
51020111681,近来多次蓝屏自动重启,系统更新问题,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统更新问题,,,,是
51020111849,无法连网，F08柱子,"网络认证问题
删除搜狗软件。 新增一台办公用电脑与设备电脑分开使用",desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51021860134,连不上网,网络认证问题,desktop/network-authentication-unavailable,38,问题描述关键词:连不上网；处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020112636,主机又打不开了,"输入账号密码后断电关机
更换主机",desktop/account-login-failed,5,处理记录标题:账号,,,,,,,是
51020111459,显示器不显示,"显示器电源接触不良
删除搜狗软件。 新增一台办公用电脑与设备电脑分开使用",hardware/monitor-no-display-or-flicker,22,问题描述关键词:显示器不显示,,,,,,,是
51021860167,无法连接网络,"网络认证问题
重装网络认证客户端，重新选择网卡",desktop/network-authentication-unavailable,38,问题描述关键词:无法连接网络；处理记录关键词:网络认证；处理记录关键词:认证问题,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,,,,是
51020111513,电脑巨沃软件插件连接不上,"系统默认浏览器问题
重装，修改默认浏览器",,,,,,,,,,否
51020151206,无法连接打印机,系统更新问题,printer/shared-printer-connect-failed,42,问题描述关键词:无法连接打印机；问题描述关键词:连接打印机,desktop/printer-not-working,22,问题描述关键词:无法连接打印机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统更新问题,是
51020111849,连不上网，F08柱子,网络认证问题,desktop/network-authentication-unavailable,38,问题描述关键词:连不上网；处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
,卫华wifi无法打开金山文档,公司安全策略设置,office/pdf-reader-open-print-failed,8,问题描述标题:无法打开,,,,,,,是
,使用卫华wifi无法进入金山线上文档,公司安全策略设置,,,,,,,,,,否
51020112329,电脑卡，c盘满,"用户缓存文件多
清除缓存文件，扩容C盘",desktop/disk-c-drive-full,14,问题描述关键词:c盘满,desktop/pc-performance-slow,14,问题描述关键词:电脑卡,,,,是
91020110248,经常出现网络连接问题,网线接触不良,network-security/network-cable-port-switch-fault,13,处理记录关键词:网线接触不良；处理记录标题:网线,,,,,,,是
